FID,Box,x,y,adj,Species,number,Grid ref,Lat,Lng,NEAR_FID,NEAR_DIST,Bearing
448,CP41,447002,208494,160,G,41,SP4700208494,51.773152,-1.3202004,1153,13.65214464,315
449,CP42A,447065,208490,160,G,0,SP4706508490,51.773111,-1.3192879,1157,3.828100774,140
450,CP43,446949,208463,0,G,43,SP4694908463,51.772878,-1.3209727,1147,13.63472621,270
451,CP5,446449,209245,0,G,5,SP4644909245,51.77995,-1.3281142,1595,16.5949169,355
452,CP5A,446402,209266,0,G,0,SP4640209266,51.780143,-1.3287926,1246,13.2405536,165
453,CP5B,446400,209231,230,G,0,SP4640009231,51.779828,-1.3288263,1248,20.23407977,65
454,CP6,446499,209264,0,G,6,SP4649909264,51.780117,-1.327387,1600,47.24179133,330
455,CP7,446544,209241,0,G,7,SP4654409241,51.779906,-1.3267378,1028,0.394384696,65
456,CP8,446499,209142,0,G,8,SP4649909142,51.77902,-1.3274033,1083,14.4431339,175
457,CP9,446486,209113,90,G,9,SP4648609113,51.77876,-1.3275956,1081,18.68456559,330
458,EX1,445711,208364,0,G,1,SP4571108364,51.77209,-1.3389266,3487,6.65635399,152
459,EX10,445473,208642,0,G,10,SP4547308642,51.774609,-1.3423393,2100,6.02734751,160
460,EX100,445994,209215,230,B,100,SP4599409215,51.779718,-1.334713,1677,13.42361851,270
461,EX101,445894,209200,180,B,101,SP4589409200,51.779591,-1.3361644,1682,10.0796239,315
462,EX102,445846,209164,0,B,102,SP4584609164,51.779272,-1.3368649,1743,19.41388956,355
463,EX103,445802,209174,0,B,103,SP4580209174,51.779365,-1.3375013,1746,24.41012007,40
464,EX104,445795,209149,0,B,104,SP4579509149,51.779141,-1.337606,1746,3.239413128,230
465,EX105,445765,209150,150,B,105,SP4576509150,51.779152,-1.3380407,1741,7.293211928,330
466,EX106,445743,209132,180,B,106,SP4574309132,51.778992,-1.338362,1736,9.2029024,330
467,EX107,445689,209136,180,B,107,SP4568909136,51.779033,-1.3391441,1730,9.3903136,350
468,EX108,445673,209090,180,B,108,SP4567309090,51.77862,-1.339382,1720,28.06014297,95
469,EX109,445623,209102,0,B,109,SP4562309102,51.778732,-1.3401052,1719,6.991885833,5
470,EX10A,445542,208713,160,G,0,SP4554208713,51.775242,-1.34133,2212,6.94094098,60
471,EX11,445444,208707,0,G,11,SP4544408707,51.775196,-1.3427511,2090,14.00916891,110
472,EX110,445607,209081,180,B,110,SP4560709081,51.778545,-1.3403398,1695,21.07012596,310
473,EX111,445557,209091,150,B,111,SP4555709091,51.778639,-1.3410632,1729,8.407455973,80
474,EX112,445569,209049,180,B,112,SP4556909049,51.77826,-1.3408948,1697,1.851443543,225
475,EX113,445556,209023,180,B,113,SP4555609023,51.778028,-1.3410866,1717,9.211950702,290
476,EX114,445509,209030,180,B,114,SP4550909030,51.778094,-1.3417669,1787,6.924095868,95
477,EX115,445481,209041,180,B,115,SP4548109041,51.778195,-1.3421712,1747,4.430573543,165
478,EX116,445437,208989,0,B,116,SP4543708989,51.777732,-1.3428157,1749,42.87852632,315
479,EX117,445396,208995,140,B,117,SP4539608995,51.777789,-1.3434092,2515,21.18841826,225
480,EX118,445394,208957,0,B,118,SP4539408957,51.777447,-1.3434431,1783,17.70600198,345
481,EX119,445359,208974,0,B,119,SP4535908974,51.777603,-1.3439482,1750,21.081536,245
482,EX12,445406,208765,0,G,12,SP4540608765,51.77572,-1.3432943,2071,18.63786027,230
483,EX120,445350,208927,160,B,120,SP4535008927,51.777181,-1.3440848,1781,5.200627104,250
484,EX121,445325,208931,200,B,121,SP4532508931,51.777219,-1.3444466,1781,20.1463048,260
485,EX122,445289,208932,0,B,122,SP4528908932,51.777231,-1.3449682,1776,25.97702143,60
486,EX123,445237,208932,0,B,123,SP4523708932,51.777235,-1.3457219,1773,10.64042138,330
487,EX124,445230,208900,0,B,124,SP4523008900,51.776948,-1.3458275,1772,20.47889851,30
488,EX125,445203,208876,0,B,125,SP4520308876,51.776734,-1.3462219,1753,16.70328719,50
489,EX126,445154,208910,40,B,126,SP4515408910,51.777044,-1.3469277,1762,1.820156879,80
490,EX127,445200,208940,0,B,127,SP4520008940,51.77731,-1.3462571,1769,3.466608309,200
491,EX12A,445480,208771,30,G,0,SP4548008771,51.775768,-1.342221,2233,1.400127075,220
492,EX13,445382,208818,0,G,13,SP4538208818,51.776199,-1.3436352,2070,14.56549394,170
493,EX13A,445305,208757,160,G,0,SP4530508757,51.775656,-1.3447591,2066,2.655242133,20
494,EX14,445451,208854,0,G,14,SP4545108854,51.776517,-1.3426305,2553,6.540836272,130
495,EX14A,445559,208790,160,G,0,SP4555908790,51.775933,-1.3410736,2198,17.98544043,160
496,EX14B,445630,208872,160,G,0,SP4563008872,51.776664,-1.3400338,2659,19.83550008,180
497,EX15,445523,208907,0,G,15,SP4552308907,51.776987,-1.34158,2561,1.373608778,200
498,EX16,445612,208973,70,G,16,SP4561208973,51.777573,-1.3402815,1705,3.495800731,210
499,EX17,445694,208977,0,G,17,SP4569408977,51.777603,-1.3390925,2580,6.01955815,180
500,EX18,445710,209024,70,G,18,SP4571009024,51.778024,-1.3388544,1691,10.86141271,70
501,EX18A,445761,208958,180,G,0,SP4576108958,51.777426,-1.3381239,2597,18.98871926,260
502,EX19,445807,209074,70,G,19,SP4580709074,51.778466,-1.337442,1687,7.918524307,130
503,EX19A,445815,208993,180,G,0,SP4581508993,51.777737,-1.3373367,2602,16.48828568,290
504,EX2,445636,208385,0,G,2,SP4563608385,51.772285,-1.3400107,2824,11.06971534,84
505,EX20,445893,209061,180,G,20,SP4589309061,51.778342,-1.3361972,2619,12.16733093,300
506,EX21,445992,209123,230,G,21,SP4599209123,51.778891,-1.3347542,2728,19.66071926,270
507,EX22,446025,209134,180,G,22,SP4602509134,51.778987,-1.3342744,2726,8.661415749,285
508,EX25,446123,208966,230,G,25,SP4612308966,51.777469,-1.3328763,2705,17.68563878,230
509,EX26,446155,208950,0,G,26,SP4615508950,51.777322,-1.3324146,2703,5.063308373,180
510,EX27,446225,208868,60,G,27,SP4622508868,51.776579,-1.331411,3124,16.21192045,20
511,EX28,446168,208843,60,G,28,SP4616808843,51.776359,-1.3322404,2679,0.886652376,245
512,EX29,446108,208835,90,G,29,SP4610808835,51.776292,-1.333111,2675,9.005912867,305
513,EX29A,446020,208790,20,G,0,SP4602008790,51.775895,-1.3343924,2969,19.80964361,85
514,EX3,445602,208357,90,G,3,SP4560208357,51.772036,-1.3405071,2350,3.225590378,182
515,EX30,445981,208870,180,G,30,SP4598108870,51.776617,-1.334947,2926,12.56764673,190
516,EX31,445914,208884,0,G,31,SP4591408884,51.776749,-1.3359162,2924,7.709307279,200
517,EX31A,445950,208949,160,G,0,SP4595008949,51.77733,-1.3353859,2730,3.968097082,145
518,EX32,445844,208867,0,G,32,SP4584408867,51.776602,-1.336933,2916,5.401902675,90
519,EX33,445775,208856,0,G,33,SP4577508856,51.776508,-1.3379345,2908,3.684982009,150
520,EX34,445711,208854,270,G,34,SP4571108854,51.776496,-1.3388623,2647,11.47608533,330
521,EX34A,445694,208900,180,G,0,SP4569408900,51.77691,-1.3391026,2577,2.618625986,200
522,EX35,445687,208805,180,G,35,SP4568708805,51.776057,-1.3392165,2898,10.19859269,30
523,EX35A,445645,208808,160,G,0,SP4564508808,51.776087,-1.3398248,2251,3.995338117,125
524,EX36,445626,208772,230,G,36,SP4562608772,51.775765,-1.3401049,2247,4.876663729,40
525,EX37,445613,208724,90,G,37,SP4561308724,51.775335,-1.3402996,2185,8.620871751,150
526,EX38,445634,208666,0,G,38,SP4563408666,51.774812,-1.3400029,2160,9.880437612,120
527,EX38A,445669,208667,160,G,0,SP4566908667,51.774818,-1.3394955,2883,10.72321021,215
528,EX39,445695,208718,0,G,39,SP4569508718,51.775274,-1.339112,3010,15.83043189,55
529,EX39A,445861,208762,180,G,0,SP4586108762,51.775656,-1.3367004,3058,19.64741332,135
530,EX39B,445778,208759,0,G,0,SP4577808759,51.775636,-1.3379037,3000,22.63345127,125
531,EX39C,445793,208671,180,G,0,SP4579308671,51.774844,-1.3376979,3024,9.510456054,190
532,EX4,445547,208401,0,G,4,SP4554708401,51.772436,-1.3412984,2848,17.0087855,107
533,EX40,445730,208661,0,G,40,SP4573008661,51.774759,-1.3386123,2772,9.799004846,210
534,EX41,445795,208540,0,G,41,SP4579508540,51.773666,-1.3376862,3425,9.192579018,120
535,EX41A,445755,208463,320,G,0,SP4575508463,51.772977,-1.338276,2803,3.801165232,188
536,EX41B,445738,208428,210,G,0,SP4573808428,51.772663,-1.3385269,3475,7.604534313,194
537,EX41C,445761,208407,180,G,0,SP4576108407,51.772473,-1.3381964,3465,2.608630328,80
538,EX41D,445851,208442,0,G,0,SP4585108442,51.77278,-1.3368875,3404,5.950382647,350
539,EX41E,445777,208409,30,G,0,SP4577708409,51.772489,-1.3379642,3461,7.365318643,20
540,EX42,445837,208590,0,G,42,SP4583708590,51.774112,-1.3370709,3433,5.434066657,260
541,EX42A,445869,208652,180,G,0,SP4586908652,51.774667,-1.336599,3037,6.994708427,180
542,EX43,445912,208626,0,G,43,SP4591208626,51.774429,-1.3359792,3313,13.98519029,80
543,EX43A,445873,208522,200,G,0,SP4587308522,51.773497,-1.3365581,3390,4.079530976,100
544,EX43B,445919,208500,160,G,0,SP4591908500,51.773296,-1.3358944,3381,5.20936184,345
545,EX43C,445982,208541,180,G,0,SP4598208541,51.773659,-1.334976,3436,33.65718113,155
546,EX43D,446085,208626,200,G,0,SP4608508626,51.774415,-1.3334721,3323,13.07130351,250
547,EX43E,446010,208650,180,G,0,SP4601008650,51.774637,-1.3345558,3321,28.77871382,275
548,EX44,445891,208699,150,G,44,SP4589108699,51.775087,-1.336274,3043,9.29581398,210
549,EX45,445963,208751,0,G,45,SP4596308751,51.775549,-1.3352236,3308,0.904005174,120
550,EX46,446031,208757,0,G,46,SP4603108757,51.775597,-1.3342373,2967,10.7684631,20
551,EX47,446112,208726,0,G,47,SP4611208726,51.775312,-1.3330675,2964,24.45461343,200
552,EX47A,446150,208759,0,G,0,SP4615008759,51.775606,-1.3325124,2951,11.86836425,250
553,EX48,446170,208679,0,G,48,SP4617008679,51.774885,-1.3322332,3287,10.73769517,160
554,EX48A,446179,208738,180,G,0,SP4617908738,51.775414,-1.3320949,2938,8.439773341,260
555,EX49,446245,208675,0,G,49,SP4624508675,51.774842,-1.3311468,3160,7.962353939,95
556,EX49A,446155,208633,180,G,0,SP4615508633,51.774472,-1.3324567,3329,21.7536506,155
557,EX49B,446227,208613,180,G,0,SP4622708613,51.774287,-1.3314159,3671,27.26463228,170
558,EX49C,446215,208763,180,G,0,SP4621508763,51.775636,-1.3315699,3128,10.16147925,235
559,EX5,445483,208371,0,G,5,SP4548308371,51.772172,-1.3422298,2371,19.58191856,64
560,EX50,446308,208687,0,G,50,SP4630808687,51.774945,-1.3302321,3145,3.17665938,330
561,EX51,446397,208675,0,G,51,SP4639708675,51.77483,-1.3289439,3072,2.291049188,80
562,EX51A,446381,208781,160,G,0,SP4638108781,51.775784,-1.3291617,3092,1.819072814,90
563,EX51B,446314,208818,160,G,0,SP4631408818,51.776122,-1.3301278,3109,8.220783083,130
564,EX51C,446379,208891,160,G,0,SP4637908891,51.776773,-1.329176,2692,23.78318623,150
565,EX51D,446445,208796,160,G,0,SP4644508796,51.775914,-1.3282321,2741,4.043656379,220
566,EX52,446477,208705,0,G,52,SP4647708705,51.775093,-1.3277805,2748,18.27239326,350
567,EX53,446535,208707,0,G,53,SP4653508707,51.775106,-1.3269397,2764,19.03566121,135
568,EX54,446607,208710,0,G,54,SP4660708710,51.775127,-1.3258958,2765,38.22419825,200
569,EX55,446634,208664,0,G,55,SP4663408664,51.774711,-1.3255107,3223,33.27504583,230
570,EX56,446552,208644,0,G,56,SP4655208644,51.774538,-1.3267017,3221,11.77166429,290
571,EX57,446473,208634,0,G,57,SP4647308634,51.774455,-1.327848,3213,10.2566546,175
572,EX58,446421,208587,0,G,58,SP4642108587,51.774037,-1.3286078,3205,1.854949468,280
573,EX59,446392,208566,0,G,59,SP4639208566,51.77385,-1.3290309,3198,11.21335481,210
574,EX5A,445452,208364,230,G,0,SP4545208364,51.772111,-1.34268,2315,22.62423294,280
575,EX6,445486,208438,0,G,6,SP4548608438,51.772774,-1.3421776,2294,22.34049912,64
576,EX60,446331,208518,0,G,60,SP4633108518,51.773424,-1.3299213,3181,9.417064076,90
577,EX61,446309,208475,0,G,61,SP4630908475,51.773039,-1.3302459,3232,7.644955823,0
578,EX62,446299,208426,60,G,62,SP4629908426,51.772599,-1.3303973,3242,22.13780749,180
579,EX62A,446322,208377,160,G,0,SP4632208377,51.772157,-1.3300705,3243,6.254494239,210
580,EX62B,446330,208318,160,G,0,SP4633008318,51.771626,-1.3299624,3246,17.50227613,70
581,EX62C,446330,208265,160,G,0,SP4633008265,51.771149,-1.3299695,3248,27.57832859,280
582,EX62D,446301,208231,150,G,0,SP4630108231,51.770846,-1.3303942,3249,9.085387637,60
583,EX62E,446326,208123,30,G,0,SP4632608123,51.769873,-1.3300463,3251,61.81245612,350
584,EX62F,446379,208094,160,G,0,SP4637908094,51.769608,-1.3292822,3251,18.63257522,230
585,EX62G,446412,208051,180,G,0,SP4641208051,51.769219,-1.3288097,3251,51.15695996,330
586,EX62H,446455,207991,160,G,0,SP4645507991,51.768676,-1.3281946,3270,67.48656723,330
587,EX62I,446428,207969,160,G,0,SP4642807969,51.76848,-1.3285888,3270,35.45142569,320
588,EX63,446234,208385,0,G,63,SP4623408385,51.772236,-1.3313447,3272,21.81364404,90
589,EX64,446184,208450,0,G,64,SP4618408450,51.772825,-1.3320607,3653,9.334001761,260
590,EX65,446127,208493,0,G,65,SP4612708493,51.773216,-1.332881,3442,4.411189172,160
591,EX66,445878,208346,0,G,66,SP4587808346,51.771915,-1.3365089,3684,6.831419406,80
592,EX67,445956,208361,0,G,67,SP4595608361,51.772043,-1.3353766,3714,7.667754456,190
593,EX68,445909,208293,0,G,68,SP4590908293,51.771436,-1.3360666,3701,12.00579338,180
594,EX69,445899,208258,0,G,69,SP4589908258,51.771122,-1.3362162,3727,7.595533469,350
595,EX7,445561,208503,0,G,7,SP4556108503,51.773352,-1.3410822,2382,12.63923403,90
596,EX70,445865,208234,0,G,70,SP4586508234,51.770909,-1.336712,3538,5.612562661,330
597,EX71,445851,208173,180,G,71,SP4585108173,51.770362,-1.3369229,3552,4.620244587,80
598,EX71A,445808,208199,180,G,0,SP4580808199,51.770599,-1.3375426,3549,7.424280901,40
599,EX72,445922,208218,0,G,72,SP4592208218,51.77076,-1.3358881,3730,14.0378853,180
600,EX72A,445912,208189,130,G,0,SP4591208189,51.7705,-1.3360369,3734,6.514319703,320
601,EX73,445964,208153,0,G,73,SP4596408153,51.770173,-1.3352881,3740,6.429997534,80
602,EX73A,446031,208128,180,G,0,SP4603108128,51.769942,-1.3343205,3641,4.608006737,250
603,EX74,445909,208142,180,G,74,SP4590908142,51.770078,-1.3360865,3563,23.70930207,280
604,EX75,445916,208097,180,G,75,SP4591608097,51.769673,-1.335991,3566,11.2213919,280
605,EX75A,445885,208059,180,G,0,SP4588508059,51.769334,-1.3364453,3571,7.423684673,150
606,EX76,445899,207994,150,G,76,SP4589907994,51.768748,-1.336251,3579,36.53310513,330
607,EX77,445991,207978,0,G,77,SP4599107978,51.768597,-1.3349199,3635,22.87723109,50
608,EX78,446079,207965,0,G,78,SP4607907965,51.768473,-1.3336465,3631,5.065880302,350
609,EX79,445837,208290,0,G,79,SP4583708290,51.771415,-1.3371104,3511,7.655507373,200
610,EX8,445557,208563,0,G,8,SP4555708563,51.773892,-1.3411323,2135,8.277406664,280
611,EX80,445795,208314,230,G,80,SP4579508314,51.771634,-1.3377159,3527,4.746847505,315
612,EX81A,445778,208355,340,G,0,SP4577808355,51.772004,-1.3379569,3506,25.66499279,288
613,EX84,446086,207857,0,G,84,SP4608607857,51.767501,-1.3335594,4835,1.907776315,244
614,EX85,446042,207842,0,G,85,SP4604207842,51.76737,-1.3341989,4855,29.61207207,6
615,EX86,446001,207835,0,G,86,SP4600107835,51.767311,-1.3347939,4855,53.35745321,88
616,EX88,445921,207836,0,G,88,SP4592107836,51.767326,-1.335953,4823,10.31706272,152
617,EX89,445826,207889,80,G,89,SP4582607889,51.76781,-1.3373226,4822,18.6270777,242
618,EX8A,445573,208621,160,G,0,SP4557308621,51.774412,-1.3408928,2143,3.237562405,90
619,EX9,445503,208585,0,G,9,SP4550308585,51.774094,-1.341912,2124,14.78870409,280
620,EX90,445791,207897,0,G,90,SP4579107897,51.767885,-1.3378287,3604,35.19829256,36
621,EX91,445759,207905,160,G,91,SP4575907905,51.76796,-1.3382913,3595,34.25805641,348
622,EX92,445731,207935,0,G,92,SP4573107935,51.768232,-1.3386931,3595,16.97565825,230
623,HE1,446508,206511,0,G,1,SP4650806511,51.755365,-1.3276242,5593,101.4341182,216
624,HE2,446574,206477,0,G,2,SP4657406477,51.755054,-1.3266727,5593,170.9271851,216
625,HE3,446555,206538,0,G,3,SP4655506538,51.755604,-1.3269398,5593,119.7653121,216
626,HE4,446660,206600,0,G,4,SP4666006600,51.756153,-1.3254104,5519,203.3017866,216
627,HE5,446669,206750,0,G,5,SP4666906750,51.757501,-1.3252599,5416,86.90976163,216
628,MP1,447964,207859,0,G,1,SP4796407859,51.767362,-1.3063467,290,8.603359938,50
629,MP10,448097,207786,0,G,10,SP4809707786,51.766694,-1.3044296,313,18.70455875,220
630,MP11,448091,207764,0,G,11,SP4809107764,51.766497,-1.3045196,313,21.89498377,40
631,MP12,448089,207730,0,G,12,SP4808907730,51.766192,-1.3045532,285,37.36516251,150
632,MP13,448120,207737,0,G,13,SP4812007737,51.766252,-1.3041031,314,18.89786089,250
633,MP14,448153,207734,160,G,14,SP4815307734,51.766222,-1.3036253,316,7.048348631,190
634,MP15,448159,207691,0,G,15,SP4815907691,51.765835,-1.3035444,317,16.60464071,170
635,MP16,448191,207684,150,G,16,SP4819107684,51.765769,-1.3030817,318,10.75509069,280
636,MP17,448200,207659,0,G,17,SP4820007659,51.765544,-1.3029547,318,34.27376261,290
637,MP18,448222,207631,0,G,18,SP4822207631,51.76529,-1.3026398,273,26.61078849,200
638,MP19,448251,207584,0,G,19,SP4825107584,51.764865,-1.3022261,271,23.35714644,330
639,MP2,447996,207861,0,G,2,SP4799607861,51.767377,-1.3058827,291,18.92082317,40
640,MP20,448278,207567,160,G,20,SP4827807567,51.76471,-1.3018373,265,27.96740945,100
641,MP21,448295,207541,150,G,21,SP4829507541,51.764475,-1.3015946,264,25.34298384,240
642,MP22,448335,207502,160,G,22,SP4833507502,51.764121,-1.3010204,319,38.94620363,320
643,MP23,448367,207435,0,G,23,SP4836707435,51.763516,-1.3005661,319,35.33708308,30
644,MP24,448357,207412,100,G,24,SP4835707412,51.76331,-1.3007142,320,14.45123361,180
645,MP25,448398,207422,140,G,25,SP4839807422,51.763396,-1.3001187,327,37.38171966,280
646,MP26,448400,207393,90,G,26,SP4840007393,51.763135,-1.3000938,322,12.39697906,240
647,MP27,448436,207372,0,G,27,SP4843607372,51.762943,-1.2995751,328,9.027467342,250
648,MP28,448401,207377,150,G,28,SP4840107377,51.762991,-1.3000815,322,6.782930303,320
649,MP29,448378,207354,0,G,29,SP4837807354,51.762786,-1.300418,331,10.28759915,140
650,MP3,448027,207879,310,G,3,SP4802707879,51.767536,-1.305431,305,7.658996829,240
651,MP30,448364,207371,90,G,30,SP4836407371,51.76294,-1.3006184,321,6.115040126,190
652,MP31,448369,207322,0,G,31,SP4836907322,51.762499,-1.3005528,325,7.899217883,100
653,MP32,448414,207331,0,G,32,SP4841407331,51.762576,-1.2998996,330,23.25596632,320
654,MP33,448441,207344,0,G,33,SP4844107344,51.762691,-1.2995066,359,23.74984767,200
655,MP34,448489,207296,170,G,34,SP4848907296,51.762255,-1.2988178,363,1.818642469,100
656,MP34A,448458,207303,170,G,0,SP4845807303,51.762321,-1.299266,360,13.46695702,230
657,MP35,448423,207278,0,G,35,SP4842307278,51.762099,-1.2997765,354,3.124356199,140
658,MP36,448373,207289,0,G,36,SP4837307289,51.762202,-1.3004994,340,1.658510661,30
659,MP37,448397,207261,0,G,37,SP4839707261,51.761949,-1.3001556,345,5.082894431,150
660,MP38,448440,207247,0,G,38,SP4844007247,51.761819,-1.2995346,364,11.09629335,270
661,MP39,448482,207256,0,G,39,SP4848207256,51.761896,-1.2989248,371,10.67991177,340
662,MP4,448058,207842,0,G,4,SP4805807842,51.767201,-1.304987,307,1.826196489,310
663,MP40,448518,207254,0,G,40,SP4851807254,51.761875,-1.2984035,373,16.71667691,320
664,MP41,448488,207219,0,G,41,SP4848807219,51.761563,-1.298843,369,15.74666257,110
665,MP42,448448,207211,0,G,42,SP4844807211,51.761495,-1.2994237,365,17.97505665,240
666,MP43,448407,207232,0,G,43,SP4840707232,51.761687,-1.3000147,350,3.604523343,160
667,MP44,448391,207220,0,G,44,SP4839107220,51.761581,-1.3002482,349,14.3623781,100
668,MP45,448410,207161,0,G,45,SP4841007161,51.761048,-1.2999812,125,6.626609352,300
669,MP46,448478,207168,0,G,46,SP4847807168,51.761106,-1.298995,224,6.834388192,320
670,MP47,448511,207194,0,G,47,SP4851107194,51.761336,-1.2985133,232,4.959666932,160
671,MP48,448557,207189,0,G,48,SP4855707189,51.761287,-1.2978475,231,27.24015974,10
672,MP49,448490,207135,0,G,49,SP4849007135,51.760808,-1.2988257,221,4.692996587,0
673,MP5,448032,207831,0,G,5,SP4803207831,51.767104,-1.3053652,306,9.862946115,280
674,MP50,448460,207118,0,G,50,SP4846007118,51.760658,-1.2992627,134,5.406961795,110
675,MP51,448422,207114,0,G,51,SP4842207114,51.760625,-1.2998138,129,13.04071886,90
676,MP52,448470,207075,0,G,52,SP4847007075,51.76027,-1.2991238,142,16.67622481,320
677,MP53,448522,207120,0,G,53,SP4852207120,51.76067,-1.2983642,219,11.78078937,130
678,MP54,448560,207142,0,G,54,SP4856007142,51.760865,-1.2978106,229,15.59596028,230
679,MP55,448595,207100,200,G,55,SP4859507100,51.760484,-1.2973094,192,9.602192404,130
680,MP56,448560,207080,0,G,56,SP4856007080,51.760307,-1.2978192,212,9.427502156,20
681,MP57,448525,207065,0,G,57,SP4852507065,51.760175,-1.2983284,152,3.721932476,30
682,MP58,448489,207050,0,G,58,SP4848907050,51.760044,-1.2988521,149,10.79174525,120
683,MP59,448553,207029,0,G,59,SP4855307029,51.759849,-1.2979278,179,6.477874985,220
684,MP6,448031,207796,0,G,6,SP4803107796,51.76679,-1.3053845,308,9.483174852,210
685,MP60,448602,207043,160,G,60,SP4860207043,51.759971,-1.2972159,175,7.58381504,240
686,MP61,448590,207011,90,G,61,SP4859007011,51.759684,-1.2973942,168,0.99911644,230
687,MP62,448543,206982,0,G,62,SP4854306982,51.759428,-1.2980792,161,13.97483659,10
688,MP63,448568,206971,0,G,63,SP4856806971,51.759327,-1.2977185,166,5.182969837,270
689,MP64,448606,206957,30,G,64,SP4860606957,51.759197,-1.29717,165,26.7189659,140
690,MP65,448603,206930,70,G,65,SP4860306930,51.758955,-1.2972172,164,24.54270172,190
691,MP66,448622,206915,140,G,66,SP4862206915,51.758818,-1.296944,97,41.91084463,340
692,MP67,448467,207030,160,G,67,SP4846707030,51.759866,-1.2991736,102,9.665632062,300
693,MP68,448479,206993,0,G,68,SP4847906993,51.759532,-1.2990049,104,14.01643719,230
694,MP69,448520,206961,0,G,69,SP4852006961,51.759241,-1.2984153,98,16.97889396,310
695,MP7,448038,207768,0,G,7,SP4803807768,51.766538,-1.305287,309,22.4714316,40
696,MP70,448546,206904,0,G,70,SP4854606904,51.758726,-1.2980466,96,17.39281259,190
697,MP71,448537,206879,180,G,71,SP4853706879,51.758502,-1.2981805,92,4.229289966,290
698,MP72,448473,206918,0,G,72,SP4847306918,51.758858,-1.2991022,87,27.50646199,170
699,MP73,448397,206915,0,G,73,SP4839706915,51.758838,-1.3002037,82,5.634719871,320
700,MP74,448312,206941,180,G,74,SP4831206941,51.759079,-1.3014315,72,17.34615195,320
701,MP75,448360,206991,0,G,75,SP4836006991,51.759524,-1.3007292,77,15.48937953,210
702,MP76,448391,207005,40,G,76,SP4839107005,51.759648,-1.3002781,83,44.76294457,260
703,MP77,448384,207043,0,G,77,SP4838407043,51.75999,-1.3003742,110,26.31752588,90
704,MP78,448424,207061,0,G,78,SP4842407061,51.760148,-1.2997922,107,9.432682646,330
705,MP79,448368,207168,0,G,79,SP4836807168,51.761115,-1.3005887,112,6.202045898,170
706,MP8,448053,207812,0,G,8,SP4805307812,51.766932,-1.3050635,310,12.87654677,240
707,MP80,448344,207271,160,G,80,SP4834407271,51.762043,-1.3009221,248,5.641316523,290
708,MP81,448342,207317,160,G,81,SP4834207317,51.762457,-1.3009447,256,1.346982075,310
709,MP82,448335,207374,160,G,82,SP4833507374,51.76297,-1.3010382,262,6.355679498,80
710,MP83,448303,207434,0,G,83,SP4830307434,51.763512,-1.3014935,263,5.382500383,50
711,MP84,448291,207472,0,G,84,SP4829107472,51.763855,-1.3016621,263,37.27490988,150
712,MP85,448280,207504,210,G,85,SP4828007504,51.764143,-1.301817,264,35.89431371,150
713,MP86,448228,207522,0,G,86,SP4822807522,51.76431,-1.302568,268,1.822297087,100
714,MP87,448222,207585,210,G,87,SP4822207585,51.764877,-1.3026462,271,6.823097154,40
715,MP88,448182,207610,210,G,88,SP4818207610,51.765105,-1.3032223,276,6.358092934,110
716,MP89,448097,207649,0,G,89,SP4809707649,51.765463,-1.3044485,282,6.239838092,0
717,MP9,448079,207819,0,G,9,SP4807907819,51.766993,-1.3046858,311,12.30838655,220
718,MP90,448078,207711,0,G,90,SP4807807711,51.766022,-1.3047152,285,34.49425758,80
719,MP91,447956,207915,0,G,91,SP4795607915,51.767866,-1.3064549,304,20.80304075,230
720,MP92,447984,207937,0,G,92,SP4798407937,51.768062,-1.3060461,304,23.76912155,60
721,MP93,448019,207968,0,G,93,SP4801907968,51.768337,-1.3055347,297,8.114460213,200
722,MP94,448025,208017,150,G,94,SP4802508017,51.768777,-1.305441,298,1.372895913,200
723,MP95,447942,207987,0,G,95,SP4794207987,51.768515,-1.3066478,300,13.50149334,270
724,MP96,447926,207924,30,G,96,SP4792607924,51.76795,-1.3068883,301,16.58698456,130
725,MP97,447797,207185,310,G,97,SP4779707185,51.761317,-1.308859,26,12.29411112,80
726,MP98,447818,207174,190,G,98,SP4781807174,51.761216,-1.3085563,33,2.412435355,100
727,O1,445295,208014,0,G,1,SP4529508014,51.768977,-1.3450007,3914,7.823156095,42
728,O10,445298,208136,0,G,10,SP4529808136,51.770074,-1.3449413,3957,11.45851413,58
729,O100,445734,207875,0,G,100,SP4573407875,51.767692,-1.3386575,4746,37.19471525,174
730,O101,445672,207884,200,G,101,SP4567207884,51.767778,-1.3395548,4746,82.52952868,183
731,O102,445681,207828,200,G,102,SP4568107828,51.767274,-1.3394317,4740,59.16377263,152
732,O103,445746,207788,30,G,103,SP4574607788,51.766909,-1.3384951,4733,6.833608718,260
733,O104,445716,207773,30,G,104,SP4571607773,51.766776,-1.3389318,4706,19.54831338,312
734,O105,445697,207744,330,G,105,SP4569707744,51.766517,-1.3392109,4707,17.12395268,72
735,O106,445717,207690,40,G,106,SP4571707690,51.76603,-1.3389282,4701,15.19799832,320
736,O107,445709,207639,200,G,107,SP4570907639,51.765572,-1.3390508,4697,3.006450845,88
737,O108,445834,207595,350,G,108,SP4583407595,51.765167,-1.3372454,4756,17.10724763,260
738,O109,445869,207567,80,G,109,SP4586907567,51.764912,-1.3367419,4781,3.528113,336
739,O11,445340,208247,0,G,11,SP4534008247,51.771068,-1.3443183,3998,7.608739739,228
