FID,Box,x,y,adj,Species,number,Grid ref,Lat,Lng,NEAR_FID,NEAR_DIST,Bearing
153,B36,447688,207516,0,G,36,SP4768807516,51.764302,-1.3103929,5680,8.431502618,220
154,B37,447627,207505,0,G,37,SP4762707505,51.764208,-1.3112782,5692,26.21429046,80
155,B38,447614,207497,0,G,38,SP4761407497,51.764137,-1.3114677,5692,15.12185146,300
156,B39,447590,207474,0,G,39,SP4759007474,51.763933,-1.3118186,5693,5.800648635,10
157,B4,447846,207475,270,G,4,SP4784607475,51.76392,-1.3081093,5650,0.611752895,300
158,B40,447566,207447,0,G,40,SP4756607447,51.763692,-1.31217,5694,18.36130612,20
159,B42,447522,207413,180,G,42,SP4752207413,51.76339,-1.3128121,5716,14.6116002,10
160,B43,447568,207481,160,G,43,SP4756807481,51.763997,-1.3121364,5697,24.89239179,340
161,B44,447530,207487,230,G,44,SP4753007487,51.764055,-1.3126861,5700,28.20740223,60
162,B45,447522,207499,350,G,45,SP4752207499,51.764163,-1.3128004,5700,23.80027561,140
163,B46,447553,207562,0,G,46,SP4755307562,51.764727,-1.3123426,5690,38.03431869,260
164,B47,447548,207504,330,G,47,SP4754807504,51.764206,-1.312423,5697,14.85796017,220
165,B48,447575,207529,0,G,48,SP4757507529,51.764428,-1.3120284,5697,26.61920078,240
166,B49,447582,207565,0,G,49,SP4758207565,51.764751,-1.311922,5691,28.55744161,50
167,B5,447830,207427,10,G,5,SP4783007427,51.76349,-1.3083477,5652,1.568971137,340
168,B51,447647,207616,0,G,51,SP4764707616,51.765204,-1.3109733,5682,25.96058556,120
169,B52,447606,207642,0,G,52,SP4760607642,51.765442,-1.3115638,5683,30.92172403,320
170,B53,447588,207676,0,G,53,SP4758807676,51.765749,-1.3118199,5684,35.2337989,50
171,B54,447543,207617,0,G,54,SP4754307617,51.765222,-1.31248,5690,23.10895005,320
172,B55,447533,207567,0,G,55,SP4753307567,51.764773,-1.3126317,5690,28.45261316,340
173,B56,447511,207576,0,G,56,SP4751107576,51.764856,-1.3129493,5689,18.82949737,130
174,B57,447525,207610,0,G,57,SP4752507610,51.765161,-1.3127418,5690,17.58619036,240
175,B58,447503,207652,200,G,58,SP4750307652,51.76554,-1.3130548,5688,8.03986085,350
176,B59,447502,207670,0,G,59,SP4750207670,51.765702,-1.3130669,5687,2.744075479,20
177,B60,447456,207706,0,G,60,SP4745607706,51.76603,-1.3137285,5710,8.808988134,200
178,B62,447394,207610,90,G,62,SP4739407610,51.765172,-1.3146399,5705,12.65459557,10
179,B62A,447394,207641,0,G,0,SP4739407641,51.765451,-1.3146357,5707,19.30756563,250
180,B63,447404,207585,0,G,63,SP4740407585,51.764946,-1.3144984,419,19.71726825,160
181,B64,447471,207551,0,G,64,SP4747107551,51.764635,-1.3135323,5703,33.0271223,270
182,B65,447476,207557,90,G,65,SP4747607557,51.764688,-1.313459,5703,37.22449305,20
183,B66,447466,207512,100,G,66,SP4746607512,51.764285,-1.31361,5702,10.20948428,310
184,B67,447466,207470,90,G,67,SP4746607470,51.763907,-1.3136157,435,11.97844719,20
185,B68,447483,207456,0,G,68,SP4748307456,51.76378,-1.3133713,5715,9.795346129,20
186,B69,447524,207366,0,G,69,SP4752407366,51.762967,-1.3127896,5720,7.970819055,20
187,B7,447796,207459,60,G,7,SP4779607459,51.76378,-1.3088359,5728,26.98922516,100
188,B70,447548,207359,100,G,70,SP4754807359,51.762902,-1.3124428,5720,17.06205238,300
189,B71,447569,207406,0,G,71,SP4756907406,51.763323,-1.3121321,5722,3.41583786,70
190,B72,447605,207422,0,G,72,SP4760507422,51.763464,-1.3116083,5722,38.33167986,160
191,B75,447759,207449,250,G,75,SP4775907449,51.763693,-1.3093734,5727,5.581602609,300
192,B76,447678,207684,280,G,76,SP4767807684,51.765813,-1.3105148,5678,13.81990917,230
193,B77,447601,207734,0,G,77,SP4760107734,51.766269,-1.3116237,5711,54.9710231,10
194,B78,447559,207726,0,G,78,SP4755907726,51.766201,-1.3122333,5685,35.4997489,300
195,B79,447444,207759,110,G,79,SP4744407759,51.766507,-1.3138951,5710,56.55380898,70
196,B79A,447447,207742,130,G,0,SP4744707742,51.766354,-1.313854,5710,39.79288831,120
197,B8,447776,207478,80,G,8,SP4777607478,51.763953,-1.3091231,5654,4.590097815,310
198,B80,447447,207774,30,G,80,SP4744707774,51.766642,-1.3138496,5732,68.32823798,180
199,B80A,447431,207821,10,G,0,SP4743107821,51.767066,-1.3140751,5731,74.8118668,190
200,B81,447517,207787,170,G,81,SP4751707787,51.766753,-1.3128336,5732,3.498979224,110
201,B84,447597,207824,40,G,84,SP4759707824,51.767079,-1.3116693,5732,90.50217796,200
202,B85,447638,207881,280,G,85,SP4763807881,51.767588,-1.3110674,5733,36.38733854,95
203,B86,447684,207912,300,G,86,SP4768407912,51.767862,-1.3103966,5734,19.37361785,350
204,B87,447723,207968,0,G,87,SP4772307968,51.768363,-1.3098238,5735,28.00800017,290
205,B88,447691,208000,0,G,88,SP4769108000,51.768653,-1.3102831,5736,7.393283158,230
206,B89,447776,207983,0,G,89,SP4777607983,51.768493,-1.3090538,5676,33.87974855,0
207,B90,447802,208024,0,G,90,SP4780208024,51.768859,-1.3086714,5675,5.155202951,120
208,B91,447965,207750,0,G,91,SP4796507750,51.766382,-1.3063472,5612,23.65491014,320
209,B92,447929,207741,170,G,92,SP4792907741,51.766304,-1.3068701,5617,8.301036138,60
210,B93,447943,207700,30,G,93,SP4794307700,51.765934,-1.3066729,5618,8.44770902,0
211,B94,447900,207710,0,G,94,SP4790007710,51.766028,-1.3072945,5623,9.856157115,210
212,B95,447882,207675,0,G,95,SP4788207675,51.765715,-1.3075602,5622,14.43703774,0
213,B96,447911,207639,310,G,96,SP4791107639,51.765389,-1.3071449,5621,9.803713619,310
214,B97,447846,207606,0,G,97,SP4784607606,51.765098,-1.3080913,5636,4.850148511,60
215,B98,447889,207611,0,G,98,SP4788907611,51.765139,-1.3074675,5631,12.6793491,190
216,B99,447855,207584,90,G,99,SP4785507584,51.764899,-1.3079639,5632,11.48238645,150
217,B99A,447869,207556,330,G,0,SP4786907556,51.764646,-1.3077649,5633,4.149142339,90
218,C1,446340,206938,150,G,1,SP4634006938,51.759218,-1.3300011,5123,19.70026376,45
219,C10,446147,206623,0,G,10,SP4614706623,51.756402,-1.3328389,5064,18.95446059,290
220,C101,446314,206941,200,G,101,SP4631406941,51.759247,-1.3303774,5123,13.13007991,100
221,C102,446318,206905,210,G,102,SP4631806905,51.758923,-1.3303242,5119,8.19245591,200
222,C103,446341,206849,0,G,103,SP4634106849,51.758418,-1.3299985,5145,7.599284155,270
223,C104,446288,206830,230,G,104,SP4628806830,51.758252,-1.3307688,5092,6.652787078,230
224,C105,446269,206789,230,G,105,SP4626906789,51.757885,-1.3310495,5015,4.960516861,210
225,C106,446230,206721,340,G,106,SP4623006721,51.757276,-1.3316235,5036,10.73538493,20
226,C107,446222,206700,200,G,107,SP4622206700,51.757088,-1.3317422,5080,2.229220362,80
227,C108,446256,206654,0,G,108,SP4625606654,51.756672,-1.3312558,5272,5.754216455,155
228,C109,446101,206668,30,G,109,SP4610106668,51.756811,-1.3334994,5057,4.381145905,250
229,C11,446215,206612,330,G,11,SP4621506612,51.756298,-1.3318553,5073,8.045068791,280
230,C110,446166,206678,0,G,110,SP4616606678,51.756895,-1.3325564,5050,5.044987753,330
231,C111,446227,206594,210,G,111,SP4622706594,51.756135,-1.3316839,5284,9.046056464,320
232,C112,446254,206597,180,G,112,SP4625406597,51.75616,-1.3312923,5277,4.448800438,345
233,C113,446283,206576,170,G,113,SP4628306576,51.755968,-1.330875,5290,9.582777302,310
234,C114,446322,206578,180,G,114,SP4632206578,51.755983,-1.3303098,5295,4.41755079,20
235,C115,446352,206587,170,G,115,SP4635206587,51.756062,-1.329874,5312,2.53969043,220
236,C116,446405,206598,180,G,116,SP4640506598,51.756156,-1.3291047,5325,4.072154689,360
237,C117,446436,206594,180,G,117,SP4643606594,51.756118,-1.3286562,5528,2.503983402,340
238,C118,446456,206688,240,G,118,SP4645606688,51.756961,-1.3283539,5549,6.69202984,20
239,C119,446477,206709,190,G,119,SP4647706709,51.757148,-1.3280469,5502,15.60567626,350
240,C12,446248,206606,60,G,12,SP4624806606,51.756241,-1.331378,5280,4.215408732,30
241,C120,446435,206740,0,G,120,SP4643506740,51.75743,-1.3286512,5561,12.4397745,110
242,C121,446444,206707,90,G,121,SP4644406707,51.757133,-1.3285252,5553,6.791489093,220
243,C122,446454,206742,20,G,122,SP4645406742,51.757447,-1.3283757,5500,0.927345983,20
244,C123,446457,206804,0,G,123,SP4645706804,51.758004,-1.328324,5447,1.45312355,121
245,C124,446419,206799,60,G,124,SP4641906799,51.757962,-1.3288751,5573,6.40901768,110
246,C125,446441,206869,0,G,125,SP4644106869,51.75859,-1.3285471,5452,21.03673564,360
247,C126,446378,206816,300,G,126,SP4637806816,51.758118,-1.3294668,5150,7.675200422,150
248,C127,446376,206799,230,G,127,SP4637606799,51.757966,-1.3294981,5156,0.881688057,115
249,C128,446411,206786,0,G,128,SP4641106786,51.757846,-1.3289928,5571,6.205181947,20
250,C129,446376,206748,230,G,129,SP4637606748,51.757507,-1.3295049,5199,9.679450372,180
251,C13,446285,206621,0,G,13,SP4628506621,51.756373,-1.33084,5266,7.17837811,30
252,C130,446407,206697,0,G,130,SP4640706697,51.757046,-1.3290626,5215,3.260962408,45
253,C131,446370,206674,290,G,131,SP4637006674,51.756842,-1.3296016,5358,14.43465009,280
254,C132,446293,206654,0,G,132,SP4629306654,51.756669,-1.3307198,5262,8.733810298,130
255,C133,446347,206710,0,G,133,SP4634706710,51.757168,-1.32993,5192,5.527371164,260
256,C134,446306,206736,0,G,134,SP4630606736,51.757405,-1.3305205,5183,6.797529847,40
257,C135,446398,207009,330,G,135,SP4639807009,51.759852,-1.3291514,5392,16.74130316,140
258,C136,446431,206942,230,G,136,SP4643106942,51.759247,-1.3286822,5480,8.590979347,335
259,C137,446449,206896,140,G,137,SP4644906896,51.758832,-1.3284276,5476,15.20649856,270
260,C138,446476,206955,150,G,138,SP4647606955,51.75936,-1.3280286,5481,3.771845788,270
261,C139,446468,206985,0,G,139,SP4646806985,51.75963,-1.3281405,5398,29.88579651,265
262,C14,446309,206620,0,G,14,SP4630906620,51.756362,-1.3304925,5259,7.962672259,45
263,C140,446458,207000,0,G,140,SP4645807000,51.759766,-1.3282833,5395,25.42821791,250
264,C141,446454,207042,0,G,141,SP4645407042,51.760144,-1.3283357,5396,23.82197719,300
265,C143,446551,206990,230,G,143,SP4655106990,51.759668,-1.3269373,5406,4.443977681,290
266,C144,446598,206984,210,G,144,SP4659806984,51.75961,-1.3262572,5403,4.478310038,240
267,C145,446611,206967,210,G,145,SP4661106967,51.759457,-1.3260711,5402,5.695141156,170
268,C146,446629,206935,50,G,146,SP4662906935,51.759167,-1.3258146,5411,10.63283708,220
269,C147,446622,206928,280,G,147,SP4662206928,51.759105,-1.325917,5411,7.710743454,280
270,C148,446652,206899,210,G,148,SP4665206899,51.758842,-1.3254863,5413,13.01979068,200
271,C149,446631,206834,10,G,149,SP4663106834,51.758259,-1.3257992,5414,2.294663765,200
272,C15,446345,206604,30,G,15,SP4634506604,51.756215,-1.3299731,5309,2.712417638,330
273,C150,446621,206826,300,G,150,SP4662106826,51.758188,-1.3259451,5414,15.10088601,360
274,C151,446516,206763,0,G,151,SP4651606763,51.75763,-1.3274747,5429,6.737607194,60
275,C152,446535,206799,230,G,152,SP4653506799,51.757952,-1.3271946,5424,13.29979201,200
276,C153,446585,206790,300,G,153,SP4658506790,51.757867,-1.3264715,5415,10.34532073,345
277,C154,446591,206804,40,G,154,SP4659106804,51.757993,-1.3263827,5416,8.075435779,300
278,C155,446576,206878,60,G,155,SP4657606878,51.758659,-1.3265901,5471,1.625506522,260
279,C156,446528,206910,60,G,156,SP4652806910,51.758951,-1.3272812,5455,22.85683692,75
280,C157,446480,206867,0,G,157,SP4648006867,51.758568,-1.3279823,5451,12.04293769,120
281,C158,446441,207020,300,G,158,SP4644107020,51.759947,-1.328527,5395,18.49007424,70
282,C159,446405,207049,200,G,159,SP4640507049,51.760211,-1.3290447,5391,5.565933679,25
283,C16,446389,206622,230,G,16,SP4638906622,51.756373,-1.3293333,5328,6.801494086,280
284,C160A,446323,207043,340,G,0,SP4632307043,51.760164,-1.3302335,5386,5.729500563,340
285,C160B,446353,207073,160,G,0,SP4635307073,51.760431,-1.3297948,5389,15.9814844,160
286,C161,446247,206871,230,G,161,SP4624706871,51.758624,-1.3313574,4991,4.370063387,340
287,C162,446211,206826,0,G,162,SP4621106826,51.758222,-1.3318849,4996,4.522167369,35
288,C163,446174,206771,0,G,163,SP4617406771,51.757731,-1.3324282,5029,9.007833087,290
289,C17,446430,206610,0,G,17,SP4643006610,51.756262,-1.328741,5532,3.044771066,250
290,C18,446428,206664,0,G,18,SP4642806664,51.756748,-1.3287627,5541,5.672187189,135
291,C19,446465,206682,180,G,19,SP4646506682,51.756906,-1.3282243,5506,3.516510657,80
292,C2,446344,206897,0,G,2,SP4634406897,51.758849,-1.3299486,5128,4.511507532,110
293,C20,446431,206729,230,G,20,SP4643106729,51.757332,-1.3287106,5589,12.57929986,55
294,C21,446461,206725,80,G,21,SP4646106725,51.757293,-1.3282765,5557,5.225986791,300
295,C23,446447,206844,0,G,23,SP4644706844,51.758364,-1.3284635,5448,4.025060568,275
296,C24,446412,206820,30,G,24,SP4641206820,51.758151,-1.3289737,5491,9.386912409,85
297,C24A,446377,206876,160,G,0,SP4637706876,51.758658,-1.3294733,5135,8.202925098,290
298,C24B,446421,206902,330,G,0,SP4642106902,51.758888,-1.3288324,5461,4.420661297,60
299,C24C,446386,206929,210,G,0,SP4638606929,51.759134,-1.3293359,5459,6.873229776,280
300,C25,446430,206878,260,G,25,SP4643006878,51.758671,-1.3287052,5476,17.84369063,200
301,C26,446395,206813,0,G,26,SP4639506813,51.75809,-1.329221,5154,4.49536938,165
302,C27,446388,206778,230,G,27,SP4638806778,51.757776,-1.329327,5578,5.526759637,60
303,C28,446414,206756,230,G,28,SP4641406756,51.757576,-1.3289533,5585,4.113479219,300
304,C29,446387,206716,0,G,29,SP4638706716,51.757219,-1.3293498,5206,2.280004463,30
305,C3,446329,206857,30,G,3,SP4632906857,51.758491,-1.3301713,5139,4.098635949,360
306,C30,446388,206687,290,G,30,SP4638806687,51.756958,-1.3293391,5364,2.549410392,100
307,C31,446371,206658,0,G,31,SP4637106658,51.756698,-1.3295893,5356,2.017204131,280
308,C32,446323,206658,0,G,32,SP4632306658,51.756702,-1.3302846,5242,7.938018279,70
309,C33,446314,206693,0,G,33,SP4631406693,51.757018,-1.3304104,5224,0.579811714,40
310,C34,446320,206760,0,G,34,SP4632006760,51.75762,-1.3303145,5178,5.099597645,30
311,C34A,446324,206803,0,G,0,SP4632406803,51.758006,-1.3302509,5165,8.612292745,350
312,C35,446390,206940,30,G,35,SP4639006940,51.759232,-1.3292765,5460,7.35778102,5
313,C36,446443,206962,0,G,36,SP4644306962,51.759426,-1.3285057,5482,7.161491893,250
314,C37,446451,206914,0,G,37,SP4645106914,51.758993,-1.3283962,5478,3.829747106,230
315,C38,446468,206932,0,G,38,SP4646806932,51.759154,-1.3281475,5479,5.558681411,50
316,C39,446492,206961,60,G,39,SP4649206961,51.759412,-1.327796,5399,19.12306112,65
317,C3A,446301,206858,230,G,0,SP4630106858,51.758502,-1.3305768,5109,6.178818643,180
318,C3B,446269,206868,200,G,0,SP4626906868,51.758595,-1.331039,4987,10.31425212,200
319,C4,446304,206822,60,G,4,SP4630406822,51.758178,-1.3305381,5097,4.24717822,100
320,C40,446483,206999,10,G,40,SP4648306999,51.759755,-1.3279213,5398,9.660496742,260
321,C41,446496,207027,30,G,41,SP4649607027,51.760006,-1.3277292,5397,0.884809649,250
322,C42,446534,207018,30,G,42,SP4653407018,51.759921,-1.3271799,5401,25.46027906,330
323,C43,446564,207000,30,G,43,SP4656407000,51.759757,-1.3267476,5405,2.279469574,200
324,C44,446584,206988,250,G,44,SP4658406988,51.759648,-1.3264595,5403,11.26898266,100
325,C45,446598,206946,280,G,45,SP4659806946,51.759269,-1.3262623,5402,20.65353418,360
326,C46,446606,206917,230,G,46,SP4660606917,51.759007,-1.3261503,5410,1.842183961,15
327,C47,446633,206922,180,G,47,SP4663306922,51.75905,-1.3257584,5411,4.820038744,75
328,C48,446661,206885,0,G,48,SP4666106885,51.758715,-1.3253577,5413,4.409915955,90
329,C49,446609,206853,30,G,49,SP4660906853,51.758432,-1.3261154,5414,29.58572451,260
330,C5,446291,206783,0,G,5,SP4629106783,51.757829,-1.3307316,5088,11.15791276,270
331,C50,446617,206816,140,G,50,SP4661706816,51.758099,-1.3260044,5417,19.2485623,45
332,C51,446498,206775,230,G,51,SP4649806775,51.75774,-1.3277339,5430,4.84226127,345
333,C52,446554,206781,0,G,52,SP4655406781,51.757789,-1.3269218,5425,11.08455452,100
334,C53,446555,206814,280,G,53,SP4655506814,51.758086,-1.3269029,5420,2.629257344,115
335,C54,446580,206813,0,G,54,SP4658006813,51.758075,-1.3265408,5419,10.39951396,195
336,C55,446567,206871,160,G,55,SP4656706871,51.758597,-1.3267214,5470,2.001967524,20
337,C56,446528,206889,150,G,56,SP4652806889,51.758762,-1.327284,5469,20.83221288,30
338,C57,446488,206893,0,G,57,SP4648806893,51.758801,-1.327863,5453,3.552299852,30
339,C58,446432,206992,230,G,58,SP4643206992,51.759696,-1.3286611,5395,11.45408489,230
340,C59,446422,207057,30,G,59,SP4642207057,51.760281,-1.3287973,5391,18.37965413,100
341,C6,446263,206722,0,G,6,SP4626306722,51.757283,-1.3311453,5082,2.268094203,350
342,C60,446397,207065,30,G,60,SP4639707065,51.760355,-1.3291584,5390,5.509364175,150
343,C61,446277,206953,0,G,61,SP4627706953,51.759358,-1.3309118,4981,8.469092662,50
344,C61A,446303,206993,150,G,0,SP4630306993,51.759716,-1.3305299,4980,28.95559095,60
345,C62,446256,206911,0,G,62,SP4625606911,51.758982,-1.3312217,4984,11.40884932,190
346,C63,446224,206927,0,G,63,SP4622406927,51.759129,-1.3316831,4993,7.564675559,255
347,C7,446248,206687,0,G,7,SP4624806687,51.756969,-1.3313673,5077,13.11166127,225
348,C8,446240,206638,0,G,8,SP4624006638,51.756529,-1.3314897,5074,9.464429029,75
349,C9,446110,206645,0,G,9,SP4611006645,51.756603,-1.333372,5062,12.3510323,45
350,C9A,446141,206712,50,G,0,SP4614106712,51.757203,-1.3329141,5043,3.824105406,325
351,CP1,446350,209196,0,G,1,SP4635009196,51.779518,-1.3295557,1195,25.95414617,145
352,CP10,446461,209132,0,G,10,SP4646109132,51.778933,-1.3279554,1083,24.91196743,120
353,CP100,446340,209309,0,B,100,SP4634009309,51.780535,-1.3296856,1101,16.64374128,60
354,CP101,446387,209315,0,B,101,SP4638709315,51.780585,-1.3290035,1603,3.428207448,120
355,CP102,446425,209321,330,B,102,SP4642509321,51.780635,-1.3284519,1601,20.37360013,155
356,CP103,446485,209320,110,B,103,SP4648509320,51.780621,-1.3275824,1600,24.73179116,210
357,CP104,446486,209299,150,B,104,SP4648609299,51.780433,-1.3275707,1600,24.60690048,59
358,CP105,446450,209320,60,B,105,SP4645009320,51.780624,-1.3280897,1601,37.59785871,255
359,CP106,446531,209295,310,B,106,SP4653109295,51.780393,-1.326919,1599,12.67492092,65
360,CP107,446540,209278,0,B,107,SP4654009278,51.780239,-1.3267908,1599,12.69664892,90
361,CP108,446563,209256,100,B,108,SP4656309256,51.78004,-1.3264604,1029,17.64814492,180
362,CP109,446596,209233,0,B,109,SP4659609233,51.77983,-1.3259852,1030,7.871611556,90
363,CP11,446392,209101,150,G,11,SP4639209101,51.77866,-1.3289596,1079,11.8807406,120
364,CP110,446641,209205,100,B,110,SP4664109205,51.779575,-1.3253367,1025,2.236622681,121
365,CP111,446655,209186,0,B,111,SP4665509186,51.779403,-1.3251363,1023,10.64025855,61
366,CP112,446694,209178,150,B,112,SP4669409178,51.779327,-1.3245722,1022,5.445190148,180
367,CP113,446708,209133,220,B,113,SP4670809133,51.778922,-1.3243753,1019,5.826201879,85
368,CP114,446726,209124,0,B,114,SP4672609124,51.778839,-1.3241156,1018,4.110601633,100
369,CP115,446772,209092,350,B,115,SP4677209092,51.778548,-1.3234532,1016,37.7848769,280
370,CP116,446738,209085,160,B,116,SP4673809085,51.778488,-1.3239469,1016,3.224333461,275
371,CP117,446710,209048,100,B,117,SP4671009048,51.778157,-1.3243577,1015,27.24043086,345
372,CP118,446660,209071,0,B,118,SP4666009071,51.778368,-1.3250793,1009,38.35203333,50
373,CP119,446667,209114,0,B,119,SP4666709114,51.778754,-1.3249721,1013,24.20492328,170
374,CP12,446356,209084,140,G,12,SP4635609084,51.77851,-1.3294836,1239,6.446772821,50
375,CP120,446661,209163,0,B,120,SP4666109163,51.779195,-1.3250525,1021,7.727233949,210
376,CP121,446622,209176,0,B,121,SP4662209176,51.779315,-1.325616,1031,23.08759873,0
377,CP122,446557,209172,170,B,122,SP4655709172,51.779285,-1.3265586,1032,38.83425011,0
378,CP123,446608,209143,0,B,123,SP4660809143,51.77902,-1.3258233,1036,3.229947072,80
379,CP124,446603,209108,110,B,124,SP4660309108,51.778706,-1.3259005,1041,6.207363898,180
380,CP125,446568,209103,180,B,125,SP4656809103,51.778664,-1.3264084,1040,25.77673043,95
381,CP126,446581,209033,90,B,126,SP4658109033,51.778033,-1.3262294,1007,7.757383734,310
382,CP127,446527,209132,0,B,127,SP4652709132,51.778928,-1.3269988,1086,7.933117453,230
383,CP128,446514,209069,0,B,128,SP4651409069,51.778362,-1.3271956,1082,29.20089141,325
384,CP129,446464,209037,0,B,129,SP4646409037,51.778079,-1.3279246,1087,7.566545615,205
385,CP13,446310,209079,290,G,13,SP4631009079,51.778469,-1.330151,1234,15.98339003,180
386,CP130,446442,209098,0,B,130,SP4644209098,51.778629,-1.3282353,1080,11.59223474,180
387,CP131,446417,209048,0,B,131,SP4641709048,51.778182,-1.3286043,1088,15.52716561,75
388,CP132,446417,208985,0,B,132,SP4641708985,51.777615,-1.3286127,1065,1.795279815,300
389,CP133,446377,209004,180,B,133,SP4637709004,51.777789,-1.3291899,1067,0.388959408,40
390,CP134,446681,208712,90,B,134,SP4668108712,51.775139,-1.3248231,995,30.24401535,285
391,CP135,446701,208747,0,B,135,SP4670108747,51.775452,-1.3245285,992,26.60985332,245
392,CP136,446755,208745,0,B,136,SP4675508745,51.77543,-1.3237462,991,28.20306097,300
393,CP137,446767,208713,0,B,137,SP4676708713,51.775141,-1.3235766,991,10.50761314,290
394,CP138,446722,208689,0,B,138,SP4672208689,51.774929,-1.324232,996,12.87267108,85
395,CP139,446597,208778,60,B,139,SP4659708778,51.775739,-1.3260316,1044,16.24236788,0
396,CP14,446309,209044,0,G,14,SP4630909044,51.778155,-1.3301702,1072,10.74972754,270
397,CP140,446623,208809,330,B,140,SP4662308809,51.776016,-1.3256507,1044,39.35954084,330
398,CP141,446591,208862,0,B,141,SP4659108862,51.776495,-1.3261073,1043,11.80243471,205
399,CP142,446564,208824,0,B,142,SP4656408824,51.776156,-1.3265037,1046,11.32420888,100
400,CP143,446527,208909,0,B,143,SP4652708909,51.776923,-1.3270286,1055,15.02452482,10
401,CP144,446455,208939,0,B,144,SP4645508939,51.777199,-1.3280681,1062,8.596878701,150
402,CP145,446389,208936,50,B,145,SP4638908936,51.777177,-1.3290251,2692,39.44448946,160
403,CP146,446263,209120,160,B,146,SP4626309120,51.778842,-1.3308268,1650,24.33034005,85
404,CP147,446273,209171,160,B,147,SP4627309171,51.779299,-1.330675,1617,19.69380801,115
405,CP148,446316,209217,160,B,148,SP4631609217,51.779709,-1.3300457,1198,27.15423213,180
406,CP149,446369,209116,0,B,149,SP4636909116,51.778797,-1.3292909,1242,2.863256225,312
407,CP14A,446275,209061,190,G,0,SP4627509061,51.77831,-1.3306607,1653,8.259430035,260
408,CP15,446368,209034,0,G,15,SP4636809034,51.77806,-1.3293164,1076,24.80614588,210
409,CP150,446385,209172,160,B,150,SP4638509172,51.779299,-1.3290516,1250,4.801036805,270
410,CP151,446363,209156,160,B,151,SP4636309156,51.779157,-1.3293726,1221,4.571090929,330
411,CP152,446417,209187,160,B,152,SP4641709187,51.779431,-1.3285858,1589,16.16267853,60
412,CP153,446446,209164,160,B,153,SP4644609164,51.779222,-1.3281685,1592,12.75148865,285
413,CP154,446524,209184,160,B,154,SP4652409184,51.779396,-1.3270353,1084,9.14126925,235
414,CP155,446489,209200,200,B,155,SP4648909200,51.779542,-1.3275405,1596,19.34914058,195
415,CP156,446448,209210,160,B,156,SP4644809210,51.779636,-1.3281334,1590,17.76370855,245
416,CP157,446487,209229,160,B,157,SP4648709229,51.779803,-1.3275656,1596,31.67909284,265
417,CP158,446572,209198,40,B,158,SP4657209198,51.779517,-1.3263377,1026,20.80775654,189
418,CP16,446392,209054,0,G,16,SP4639209054,51.778238,-1.3289659,1076,19.61375181,0
419,CP17,446523,209029,0,G,17,SP4652309029,51.778002,-1.3270705,1091,16.08838053,45
420,CP18,446459,209074,0,G,18,SP4645909074,51.778412,-1.3279921,1080,17.96091349,0
421,CP19,446504,208988,0,G,19,SP4650408988,51.777635,-1.3273514,1097,31.79162049,345
422,CP2,446331,209280,0,G,2,SP4633109280,51.780275,-1.3298199,1101,14.65016712,90
423,CP20,446475,208954,0,G,20,SP4647508954,51.777332,-1.3277762,1063,9.205633876,215
424,CP21,446357,208966,0,G,21,SP4635708966,51.777449,-1.3294848,1068,23.60211645,0
425,CP22,446462,208874,0,G,22,SP4646208874,51.776614,-1.3279753,1061,16.21707103,20
426,CP23,446483,208903,150,G,23,SP4648308903,51.776873,-1.3276671,1058,2.698967856,222
427,CP24,446437,208956,90,G,24,SP4643708956,51.777353,-1.3283267,1064,19.63811085,345
428,CP25,446504,208962,0,G,25,SP4650408962,51.777401,-1.3273549,1097,14.05468316,210
429,CP26,446557,208981,0,G,26,SP4655708981,51.777568,-1.3265842,1098,18.99631709,290
430,CP27,446549,208970,0,G,27,SP4654908970,51.77747,-1.3267016,1098,6.40628063,90
431,CP28,446614,209068,170,G,28,SP4661409068,51.778345,-1.3257464,1008,2.650057173,200
432,CP29,446615,208951,90,G,29,SP4661508951,51.777293,-1.3257476,1006,31.65721644,320
433,CP3,446370,209285,0,G,3,SP4637009285,51.780316,-1.3292539,1202,8.694482454,65
434,CP30,446639,208900,0,G,30,SP4663908900,51.776833,-1.3254066,1001,20.96525016,220
435,CP31,446600,208930,0,G,31,SP4660008930,51.777106,-1.3259678,1100,39.59730517,270
436,CP32,446578,208978,0,G,32,SP4657808978,51.777539,-1.3262802,1098,36.48902301,0
437,CP33,446525,208861,0,G,33,SP4652508861,51.776492,-1.327064,1051,4.082480273,260
438,CP34,446663,208848,150,G,34,SP4666308848,51.776363,-1.3250657,1000,7.518716265,315
439,CP35,446634,208809,110,G,35,SP4663408809,51.776015,-1.3254912,998,44.86118617,100
440,CP36,446664,208767,0,G,36,SP4666408767,51.775635,-1.3250621,993,26.67477009,130
441,CP37,446661,208738,0,G,37,SP4666108738,51.775374,-1.3251094,993,5.36114112,335
442,CP38,446895,208525,100,G,38,SP4689508525,51.77344,-1.3217469,1131,13.22630295,210
443,CP38A,446897,208472,20,G,0,SP4689708472,51.772963,-1.321725,1141,7.191334266,10
444,CP39,446974,208543,160,G,39,SP4697408543,51.773595,-1.3205996,1128,2.036216501,125
445,CP4,446433,209285,0,G,4,SP4643309285,51.780311,-1.3283408,1601,23.73333244,85
446,CP40,447073,208550,0,G,40,SP4707308550,51.77365,-1.3191639,1163,3.587790739,180
447,CP40A,447115,208508,30,G,0,SP4711508508,51.773269,-1.3185609,1159,4.358286265,270
